,UT,0,1,2
596,2-S2.0-85054828662,2.06241290027054e-309,1.81226317997085e-309,1.0
597,2-S2.0-84929380321,0.7228501740034328,0.10360420700205429,0.09620935106281535
598,2-S2.0-80053986251,0.009726597038020496,0.007886615924943979,0.9823867870370355
599,2-S2.0-33749630755,2.19235807623647e-309,1.787530851500664e-309,1.0
600,2-S2.0-79957999094,0.9527938034770336,0.026033420469458078,0.021172776053508292
601,2-S2.0-85021429355,0.02922903610906224,0.024461760962822952,0.9318181509086665
602,2-S2.0-0001078628,2.0967597850702e-309,1.877699259443787e-309,1.0
603,2-S2.0-85064405574,0.9488449748140143,0.02675493579583129,0.024400089390154468
604,2-S2.0-85050982170,0.8786033796502503,0.06297246844823251,0.0584241519015172
605,2-S2.0-84884717867,0.06389682333682496,0.04773051503025879,0.6789634592128195
606,2-S2.0-85115754346,0.5872488235956947,0.13744646949426428,0.12704782418576824
607,2-S2.0-84904258853,0.6885816006552556,0.10026719898954509,0.08356418723218484
608,2-S2.0-84922545653,2.057768906846125e-309,1.759252806316973e-309,1.0
609,2-S2.0-84914154363,0.007746295597549314,0.0062708718480933194,0.9859828325543574
610,2-S2.0-84910147258,0.020990649233731725,0.01641050055555201,0.9625988502107163
611,2-S2.0-84861930920,0.6833527915487776,0.15099853865071125,0.14717255168994356
612,2-S2.0-0033744231,2.13085648458618e-309,1.78808431033981e-309,1.0
613,2-S2.0-85050756117,0.6522387535072915,0.10728605574848073,0.10000160498202786
614,2-S2.0-0029414709,2.040652284799374e-309,1.81486418369976e-309,1.0
615,2-S2.0-0000235745,2.058154169463076e-309,1.751416684461764e-309,1.0
616,2-S2.0-85030465437,0.6068576789173367,0.17707887374773582,0.13982273118320948
617,2-S2.0-85009726444,0.5445790446860916,0.11526737348928558,0.10775814847539435
618,2-S2.0-85013628356,0.8262414764797817,0.08963023380008138,0.08412828972013688
619,2-S2.0-84906658278,0.588356097775703,0.12635091779309301,0.11800244174602119
620,2-S2.0-85083636960,0.6757638971935018,0.12858655902666696,0.1150189350611424
621,2-S2.0-85087303709,2.27363595443557e-309,1.8332467526209e-309,1.0
622,2-S2.0-0011229734,0.07629335568715585,0.06395645561544407,0.755869141921251
623,2-S2.0-84900337149,0.07336378252138621,0.05861351310305088,0.7894738230666365
624,2-S2.0-58149365309,1.998546310394166e-309,1.77129921153052e-309,1.0
625,2-S2.0-0028565047,2.026211191329346e-309,1.736583568426743e-309,1.0
626,2-S2.0-30344482582,0.0280553398760716,0.022886929550473712,0.899997355515527
627,2-S2.0-34547643717,0.03074759473577502,0.026070853438996476,0.9431815518252284
628,2-S2.0-84932197424,2.07938442809031e-309,1.77740048975141e-309,1.0
629,2-S2.0-84992504726,1.0,2.531907936692067e-309,2.278750649136968e-309
630,2-S2.0-85044391629,0.638995550196727,0.12512338660230113,0.11533286732418381
631,2-S2.0-85017132921,0.5721575826365833,0.1146737813845062,0.10713098834894477
632,2-S2.0-33645947956,2.1670634696529e-309,1.794772059303354e-309,1.0
633,2-S2.0-84904060587,2.06155825479242e-309,1.77190237467098e-309,1.0
634,2-S2.0-85077976497,2.917014934186036e-309,2.214872795349843e-309,1.0
635,2-S2.0-85065098231,2.28165912071344e-309,1.926151275789293e-309,1.0
636,2-S2.0-84979533933,0.039904126975876676,0.02970173820057706,0.8917123064963979
637,2-S2.0-59849108814,0.06594329468801058,0.0482177833634233,0.7168427891277445
638,2-S2.0-0034423774,2.036995353006973e-309,1.83032255920142e-309,1.0
639,2-S2.0-84888136597,0.049484706119489824,0.0391742572305539,0.8449419931915361
640,2-S2.0-85042873711,0.9892443456786194,0.0059276834399795385,0.004827970881401061
641,2-S2.0-85017147644,2.06222363058495e-309,1.820926324334087e-309,1.0
642,2-S2.0-35648992005,0.020960059791215752,0.017717402193946342,0.9253274865016594
643,2-S2.0-0034370074,2.086115591405707e-309,1.8329656017945e-309,1.0
644,2-S2.0-50649121631,2.22265000370043e-309,1.833668351899444e-309,1.0
645,2-S2.0-84880601426,2.962399392474333e-309,2.29631363428673e-309,1.0
646,2-S2.0-0030442011,0.011002364135068526,0.008890877642480921,0.9801067582224506
647,2-S2.0-84977961823,2.22126077948462e-309,1.95882981576626e-309,1.0
648,2-S2.0-72149117951,2.13782137544836e-309,1.917957771280116e-309,1.0
649,2-S2.0-84996921053,2.031316026794875e-309,1.8057468811697e-309,1.0
650,2-S2.0-42149175430,1.963651816429187e-309,1.778643755199884e-309,1.0
651,2-S2.0-0037395602,1.99461182678028e-309,1.767182756760993e-309,1.0
652,2-S2.0-0037296572,2.060861257930545e-309,1.73573607835263e-309,1.0
653,2-S2.0-85061394101,0.8244747206740124,0.09299797917565317,0.08252730015033446
654,2-S2.0-85028420564,0.5913205868303918,0.11260223040952266,0.10502548172374451
655,2-S2.0-84961898816,0.6378453830004576,0.1294300623329105,0.10859890510147131
656,2-S2.0-84892486382,0.7979809593862599,0.09688811400676534,0.08948070019611219
657,2-S2.0-85072045257,0.8942075311251096,0.05303811758721444,0.052754351287675916
658,2-S2.0-0031712229,0.03563464294632098,0.02811408321728262,0.8988604234927401
659,2-S2.0-0030502842,0.1068401329870993,0.09305328052413794,0.6186401594139868
660,2-S2.0-0027098446,0.0447654484181107,0.035098454503109264,0.8637341261157662
661,2-S2.0-85010897203,0.008485787990027964,0.007157450526287278,0.9843567614836848
662,2-S2.0-67650536486,0.03155380161054809,0.027139033693605662,0.9413071646958462
663,2-S2.0-84921325906,0.9661525654044651,0.017734704177276083,0.0161127304182588
664,2-S2.0-70350452798,0.9210199497982287,0.04107679752477853,0.03790325267699286
665,2-S2.0-61349088591,0.07531892260165395,0.06031441378599725,0.7758842566170429
666,2-S2.0-33846809252,0.03024080609073544,0.024304014685175977,0.8724434119925064
667,2-S2.0-43949166039,2.073445587658084e-309,1.75963619507944e-309,1.0
668,2-S2.0-84875811629,2.099599011617385e-309,1.774794362521216e-309,1.0
669,2-S2.0-0036141716,0.022113846755450018,0.018695853661902934,0.9099583084274712
670,2-S2.0-84871263815,2.16915218681954e-309,1.809038565834503e-309,1.0
671,2-S2.0-85054704684,0.549213309355796,0.12915672470799344,0.1197407728684211
672,2-S2.0-84929416602,0.8520297757826119,0.07679691654148119,0.07117330767590702
673,2-S2.0-85081232212,0.07423030920846087,0.05946259319294526,0.7782886311699128
674,2-S2.0-35449002012,0.028568783090216963,0.023634222907475026,0.9477969940023081
675,2-S2.0-3242675530,0.0468349639188576,0.0365998977610318,0.8256128411623094
676,2-S2.0-0032162288,0.009181101219546768,0.0074304665790268145,0.9833884322014264
677,2-S2.0-84943347647,2.191019830461405e-309,1.818514096800475e-309,1.0
678,2-S2.0-71149107243,2.11912461439219e-309,1.855907372002346e-309,1.0
679,2-S2.0-84996181676,2.107937826697385e-309,1.75108017337988e-309,1.0
680,2-S2.0-0002296404,2.13804260552008e-309,1.797536302044014e-309,1.0
681,2-S2.0-0030511612,2.08514401714183e-309,1.778626416935464e-309,1.0
682,2-S2.0-0030436473,0.009870754174625882,0.008451779386231146,0.981677466439143
683,2-S2.0-27744589015,2.226041542985373e-309,1.80348531869929e-309,1.0
684,2-S2.0-84957426509,1.0,2.51033596017781e-309,2.16570575454234e-309
685,2-S2.0-0033373267,0.9060401309420009,0.048809154364957925,0.04515071469304122
686,2-S2.0-85079017226,0.8801323577659189,0.060232794710081035,0.05963484752399995
687,2-S2.0-85077215588,0.8192891392967572,0.09319951624567047,0.08751134445757237
688,2-S2.0-85058362917,0.5430982270586726,0.12894152399743386,0.1195670198044773
689,2-S2.0-85014100825,0.5419939904876888,0.1187942327446781,0.11069898980610136
690,2-S2.0-84928800333,0.5695878308574134,0.11367091095103714,0.10621594293343749
691,2-S2.0-84928096688,0.6095161865230737,0.11201808096272395,0.10430816248989307
692,2-S2.0-84884267361,0.9197822209753116,0.04273249898786356,0.037485280036824886
693,2-S2.0-84866932116,0.6652971708309453,0.11259540397924706,0.11142528499531257
694,2-S2.0-69049095515,2.08877715078167e-309,1.836481085566216e-309,1.0
695,2-S2.0-0029687433,2.104829008656705e-309,1.869836422693153e-309,1.0
696,2-S2.0-85112691929,0.9123913263391917,0.04379694931038549,0.04381172435042277
697,2-S2.0-77953361735,0.03316121824934529,0.027360616510418465,0.9387697051476281
698,2-S2.0-33845313582,2.137071025911616e-309,1.767729564574965e-309,1.0
699,2-S2.0-4243135189,0.014081392235917088,0.012826330031846104,0.9441098704447082
700,2-S2.0-0030427902,2.12276368036989e-309,1.781356457171646e-309,1.0
701,2-S2.0-0344118837,3.178947108554606e-309,2.236350537928744e-309,1.0
702,2-S2.0-85086878767,0.6919828391210813,0.1007142612419004,0.08387717934536393
703,2-S2.0-85085350158,2.74358644522684e-309,2.10297008733299e-309,1.0
704,2-S2.0-84863095454,0.06583176834827607,0.05243538763825107,0.8377253005898807
705,2-S2.0-18144375988,2.1678521265675e-309,1.927374807638007e-309,1.0
706,2-S2.0-77955471176,2.131524073666527e-309,1.748440745272764e-309,1.0
707,2-S2.0-67349187404,0.13409365677115154,0.11571841099036007,0.4116613020602451
708,2-S2.0-84889681858,2.116916017644325e-309,1.786165006799606e-309,1.0
709,2-S2.0-85063861084,0.6438143265549141,0.10790550131928436,0.10059316613605036
710,2-S2.0-85050317546,0.6303951528119962,0.13591520548647917,0.12473455713558375
711,2-S2.0-0031410482,0.017561449504606624,0.014518115253391781,0.9679204352420014
712,2-S2.0-77955231257,0.717161079983919,0.13638380528920527,0.10719342396007155
713,2-S2.0-84929840330,0.1292565811301095,0.11009727434272877,0.4592534785862435
714,2-S2.0-0011060066,2.027708986691825e-309,1.797417249396244e-309,1.0
715,2-S2.0-34249338662,3.29972599230958e-309,2.357849371525137e-309,1.0
716,2-S2.0-85011805063,1.0,2.479941764308674e-309,2.084247019554104e-309
717,2-S2.0-85041124441,0.5747190630915775,0.1147837458846397,0.10738251351809538
718,2-S2.0-84936817465,0.6044996692308903,0.11181361425031831,0.10388150690380496
719,2-S2.0-84957442871,1.0,2.57516101740677e-309,2.17149692264039e-309
720,2-S2.0-85047943280,2.04215672571866e-309,1.716915508109e-309,1.0
721,2-S2.0-33846240030,3.080754181237303e-309,2.2127424307506e-309,1.0
722,2-S2.0-20144383630,2.019687538808027e-309,1.739477204025694e-309,1.0
723,2-S2.0-0027770243,2.27301189948322e-309,1.89560484557688e-309,1.0
724,2-S2.0-6944235758,2.2162664447157e-309,1.806382026544945e-309,1.0
725,2-S2.0-67349102012,0.9580874698400829,0.022221163900676518,0.01969136625924071
726,2-S2.0-0036325683,0.016265696443884363,0.013943804176453025,0.9400588794283867
727,2-S2.0-85085925559,0.8560272088576768,0.0721285742306488,0.07184421691167439
728,2-S2.0-0036215944,0.021099202559304996,0.018596854197997902,0.9603039432426971
729,2-S2.0-85050764266,0.06425136579783765,0.05107111793590962,0.8283758711134631
730,2-S2.0-84957100352,2.07154616877359e-309,1.769178062344883e-309,1.0
731,2-S2.0-84876937778,2.058028900154856e-309,1.80804854018211e-309,1.0
732,2-S2.0-85063047489,0.06317034104281385,0.3172614478218857,0.07118256835904345
733,2-S2.0-85077750734,0.141266983798732,0.11046334583985468,0.33470523339927805
734,2-S2.0-85041524700,0.06143598172394325,0.347732993489407,0.06843570239882046
735,2-S2.0-85071613069,0.061747735338909295,0.3379425118414672,0.06881950698901486
736,2-S2.0-85068076141,0.05040226069353523,0.7684024140570512,0.05221389392129091
737,2-S2.0-85061780733,2.04840423155884e-309,1.786111748932616e-309,1.0
738,2-S2.0-85072017654,0.8546662170911071,0.07505496204239899,0.07027882086649383
739,2-S2.0-84949033857,0.16062419149180418,0.09740892383266637,0.24184587005518327
740,2-S2.0-85052834383,0.06211688599605711,0.33887532643150453,0.06981899306544487
741,2-S2.0-85056849039,2.09543917406899e-309,1.858544376579645e-309,1.0
742,2-S2.0-85083463156,0.04577483293216347,0.5811417291380404,0.04796426585855466
743,2-S2.0-85070898546,0.833952702231705,0.08506075342297263,0.08098654434532232
744,2-S2.0-85058125425,0.14097124029849128,0.11098773898661024,0.3088834409136504
745,2-S2.0-85083087971,0.8696242176489717,0.0673593417987182,0.06301644055231008
746,2-S2.0-84866930863,1.0,2.592800927148404e-309,2.30687879440086e-309
747,2-S2.0-85050337264,0.9472983621868756,0.02811350008927524,0.024588137723849098
748,2-S2.0-85020310123,0.8966129459213816,0.05589368044373623,0.047493373634882166
749,2-S2.0-85057528453,1.0,2.51670563995578e-309,2.13888800545324e-309
750,2-S2.0-85053462598,0.7857319759740932,0.11064752454424555,0.10362049948166134
751,2-S2.0-84981290746,1.990227998733556e-309,1.747686744653447e-309,1.0
752,2-S2.0-85096320306,0.6252185294165898,0.2043453755056951,0.17043609507771512
753,2-S2.0-84872376091,0.7431670374708748,0.13865479216276982,0.11817817036635539
754,2-S2.0-85005915298,0.04242217276101925,0.03138425882960597,0.9261935684093748
755,2-S2.0-84958958756,1.0,2.617763130045136e-309,2.202559268678487e-309
756,2-S2.0-84892481195,2.053632030138143e-309,1.78051354864708e-309,1.0
757,2-S2.0-84876429469,0.5889383604120981,0.16981353251525275,0.1014637731257758
758,2-S2.0-85082629663,0.16053155353553497,0.09977189999646048,0.2533666424016308
759,2-S2.0-85088928392,0.6000845648994497,0.20845163183647872,0.1914638032640715
760,2-S2.0-85044252778,2.133079095563636e-309,1.88797668496188e-309,1.0
761,2-S2.0-85012864709,0.9317394305384448,0.035970032026988716,0.03229053743456645
762,2-S2.0-84974824298,0.14340125648812868,0.10951086440674157,0.2880181926446325
763,2-S2.0-84928184820,0.029583462068804273,0.019482067534938287,0.9509344703962576
764,2-S2.0-85065014260,0.02629521165063062,0.8891143022757945,0.027376211618678325
765,2-S2.0-85053326216,0.057704291784768345,0.41204983191032796,0.06306639663970375
766,2-S2.0-85052822578,0.06259741148878961,0.33352009539372623,0.07049928936018943
767,2-S2.0-85068250569,0.10138546665957367,0.5955053061953587,0.07630404088593028
768,2-S2.0-79957511132,2.99946130152476e-309,2.341297384495243e-309,1.0
769,2-S2.0-53349175144,0.03852969935532068,0.031045854188166893,0.92849777034325
770,2-S2.0-84881639009,0.010927842023875653,0.008874774339181086,0.9801973836369432
771,2-S2.0-84973164117,2.051322905566094e-309,1.77274269033879e-309,1.0
772,2-S2.0-85037335806,2.07300725104399e-309,1.0,2.00214864625073e-309
773,2-S2.0-0036245713,0.027002591987274834,0.023701827020636584,0.9492955809920887
774,2-S2.0-85075350653,2.970879630673736e-309,2.38089855365017e-309,1.0
775,2-S2.0-85044544091,0.9515708176790573,0.021979555785577903,0.02644962653536476
776,2-S2.0-85055077256,0.058273996659630095,0.39746257388642037,0.06386896803981294
777,2-S2.0-0031256595,2.001348444649336e-309,1.761115116491557e-309,1.0
778,2-S2.0-85031789989,0.8026235706467713,0.10556771354152447,0.09180871581170423
779,2-S2.0-84914669850,0.1437784502536887,0.10007974419110122,0.41856343646523
780,2-S2.0-67650413560,2.10771310262211e-309,1.773626144363946e-309,1.0
781,2-S2.0-85042649229,2.18466124124279e-309,1.0,2.174125022887094e-309
782,2-S2.0-85054587939,0.1415312069573933,0.11100008060819494,0.3044075554340468
783,2-S2.0-85055657062,0.9118154665565827,0.04786447745562998,0.040320055987787345
784,2-S2.0-84894978702,0.6910558293240989,0.12010030419249004,0.11677526809903335
785,2-S2.0-84996536299,0.9740064368110487,0.013946596940437782,0.012046966248513528
786,2-S2.0-85074848448,0.05900820016065071,0.38381371899396793,0.0648909838844725
787,2-S2.0-85019556465,0.8508984872169834,0.07921459032117334,0.06988692246184333
788,2-S2.0-85014611228,0.0576891966883364,0.41563086786495357,0.06327518803632215
789,2-S2.0-85001817355,0.07409818561259228,0.06001557748870135,0.7695905164629007
790,2-S2.0-84881361538,0.06188641001478544,0.05112552184650348,0.7561277532866968
791,2-S2.0-84991376230,0.028554439242800125,0.024462005692724016,0.8756170194937253
792,2-S2.0-69249230522,0.02512782636091311,0.021440854624797463,0.9018410812249338
793,2-S2.0-85057825406,0.516127491890357,0.11285888796616365,0.11709632390942368
794,2-S2.0-34547350639,0.8545002525721979,0.08030011192910033,0.06519963549870178
795,2-S2.0-38849096445,0.12729391289788444,0.111056569532294,0.4139003273986576
796,2-S2.0-0347767861,0.01507030479443998,0.012280673677693752,0.9726490215278663
797,2-S2.0-85066049333,0.8027575120370438,0.11244849811569683,0.08479398984725936
798,2-S2.0-78651399788,0.03587715022109624,0.03107663446952641,0.8398258187740989
799,2-S2.0-85084490694,0.05089255494865858,0.03769385734370567,0.9114135877076357
800,2-S2.0-0037326968,0.6163878323344566,0.15912578343974562,0.09828696658043169
801,2-S2.0-85031329250,0.9560135768231798,0.023066975736336336,0.02091944744048388
802,2-S2.0-57749186239,0.02534521999313562,0.0216553285549512,0.9036175948557299
803,2-S2.0-85032659301,0.05797501323247163,0.04560000793759893,0.8411662566441515
804,2-S2.0-0021350591,0.12667633981801396,0.11557329627076042,0.31508366571005036
805,2-S2.0-85061923675,0.03064607042012689,0.025848458236358323,0.8302428917233885
806,2-S2.0-85084227521,0.02999381276342471,0.7674608248673356,0.03033383124222235
807,2-S2.0-15044345044,2.064277276803157e-309,1.766423767535687e-309,1.0
808,2-S2.0-85070971244,0.06336217658365376,0.3131529820123368,0.07155848581132071
809,2-S2.0-85029530899,0.060252507738618385,0.37447094377730855,0.06664456578282583
810,2-S2.0-85097608739,0.11103203289405239,0.6399685085224385,0.08045563814948278
811,2-S2.0-85046133748,0.7482954629956706,0.15150277672141366,0.10020176028291565
812,2-S2.0-85041857173,1.0,2.52584676531876e-309,2.148716614801435e-309
813,2-S2.0-85065812961,0.06427177507328455,0.2938358023098811,0.07312980826628597
814,2-S2.0-85072032394,0.06389082910524117,0.30234861518747563,0.07243400569233605
815,2-S2.0-85106197606,0.7198200835006078,0.15520383659127399,0.09872015951695066
816,2-S2.0-84879224288,0.04680229361372339,0.04013841068830378,0.6927992728366222
817,2-S2.0-85037160401,0.9259897325518891,0.041350647044522744,0.03265962040358811
818,2-S2.0-84992035590,0.010309030387314068,0.008679717643520119,0.9810112519691657
819,2-S2.0-77956045600,2.107634227994535e-309,1.778468550394667e-309,1.0
820,2-S2.0-0032719718,0.07538967557199693,0.06047273837493526,0.7736165085189304
821,2-S2.0-0001117510,2.01758612013502e-309,1.776943467918405e-309,1.0
822,2-S2.0-0018695164,0.035834453579864374,0.03013641838665131,0.9340291280334844
823,2-S2.0-78651061518,0.0402897736050831,0.03488213477431263,0.7996632091080199
824,2-S2.0-85068110130,0.019101311955105393,0.883958000588189,0.019161167240715378
825,2-S2.0-84924764445,0.07306848288760177,0.05242348600022226,0.6249117269786744
826,2-S2.0-33745588557,0.11537271951836675,0.09888560308843214,0.6180026476714475
827,2-S2.0-0036038888,1.0,2.65108512844676e-309,3.08957686359268e-309
828,2-S2.0-47749120440,0.015516152399965275,0.01307771765901868,0.971406129941016
829,2-S2.0-79954460666,0.02594974764914237,0.02219646654423684,0.9004193581323038
830,2-S2.0-85085085284,0.06101179932116354,0.3580603349430693,0.06777105564708218
831,2-S2.0-85054763626,0.8772834845520446,0.06638836830597374,0.05632814714198159
832,2-S2.0-85016216953,0.16034037470542187,0.09982144914914932,0.25570394804382607
833,2-S2.0-85052897206,2.076382747668577e-309,1.843743159012257e-309,1.0
834,2-S2.0-85037533146,2.163433212780033e-309,1.0,2.13528951357019e-309
835,2-S2.0-84992170285,2.090275536983134e-309,1.823216885003647e-309,1.0
836,2-S2.0-85008704731,0.9497595618492495,0.022560362499208023,0.027680075651542513
837,2-S2.0-33646175915,0.0075274780812130265,0.006103570085320994,0.986368951833466
838,2-S2.0-0001358246,2.90352022400346e-309,2.357951502711516e-309,1.0
839,2-S2.0-85106997574,0.041884532415807446,0.7459298731804702,0.03465344430596121
840,2-S2.0-84971393067,0.6552352876260099,0.1644463059280682,0.10117031946453611
841,2-S2.0-84975221904,0.034580037831622015,0.730040020908371,0.03452082815786779
842,2-S2.0-85063591762,0.015768515487379654,0.8958739033053605,0.016370565351886857
843,2-S2.0-0031470768,0.12514070455482101,0.11454591387845987,0.32489123708793055
844,2-S2.0-45549120682,0.12562390968558515,0.10478091272237657,0.5564747339409852
845,2-S2.0-84982720851,0.13194850355290502,0.11524369853777079,0.40824197062920553
846,2-S2.0-85034585501,0.005299614553161915,0.9822868742779117,0.0051642725235574866
847,2-S2.0-84960864477,0.7216809638111997,0.11511681536644333,0.1092162174723001
848,2-S2.0-85020795286,0.046516194841269676,0.03780658747020768,0.8230085720847807
849,2-S2.0-85020899386,0.049085204031160325,0.738707089997815,0.046887956281319546
850,2-S2.0-85052116145,0.06330742030943134,0.3096970169114265,0.07151933202945795
851,2-S2.0-84939971244,0.6620070147286282,0.1888252287218419,0.14916775654952982
852,2-S2.0-84883115398,0.12936297659315893,0.1129290696489747,0.39002603875474223
853,2-S2.0-85051509885,0.023234144897644467,0.019869580360552325,0.9359371224557588
854,2-S2.0-84973904837,0.8010696801985793,0.11017420511930676,0.08875611468211402
855,2-S2.0-85012284836,0.06268730549011174,0.32383012019353324,0.07051028511948008
856,2-S2.0-85019682251,0.06414006623522857,0.2947554214439613,0.07300619711861316
857,2-S2.0-85090203740,1.0,2.461402346051933e-309,2.11547806924605e-309
858,2-S2.0-84874947731,0.4870230044436446,0.20089241940944946,0.16278624578011508
859,2-S2.0-0034410841,0.8558785654127566,0.07716654305922707,0.06695489152801626
860,2-S2.0-84937920680,0.12928157570500087,0.3469015994919488,0.076011585248915
861,2-S2.0-84922309485,0.8593794792636883,0.0775879220485294,0.06303259868778227
862,2-S2.0-84857938593,0.6459871646938417,0.1953654830585956,0.1586473522475627
863,2-S2.0-85051392309,0.005294456081675635,0.004471206238463968,0.9902343376798604
864,2-S2.0-84876824912,0.04679190413818789,0.04036039225990224,0.7028530806425938
865,2-S2.0-84979010045,0.1317204036529599,0.11447905378364565,0.37560968296776226
866,2-S2.0-84861188070,1.0,2.64538928428194e-309,2.363376346696696e-309
867,2-S2.0-85134011406,0.049216211386337416,0.041593544205908564,0.764495617062583
868,2-S2.0-84941599511,0.06435340707325501,0.2912831592950961,0.07332446763337931
869,2-S2.0-85012551693,2.15489180847122e-309,1.80780586564657e-309,1.0
870,2-S2.0-85041406987,0.057307001718286274,0.4262623363579473,0.06291173294676439
871,2-S2.0-84922454100,0.028165274369404636,0.02404405784440844,0.8643430218729974
872,2-S2.0-84886264828,0.02642455176713428,0.021189512140438498,0.9523859360924272
873,2-S2.0-0001430908,0.12998720070100836,0.4607850994453131,0.08201332550137046
874,2-S2.0-85020537655,2.17489392160582e-309,1.926271787940884e-309,1.0
875,2-S2.0-85033778852,0.8616656648853307,0.07640740629449108,0.0619269288201783
876,2-S2.0-84923932836,0.04112739943454378,0.7172534737820426,0.04058402636645691
877,2-S2.0-85054719754,0.13770912665172197,0.11089354607395543,0.518708355257141
878,2-S2.0-84973375392,0.06214489396650754,0.04575144365448625,0.8921036623790062
879,2-S2.0-84904794384,0.10899357928377795,0.09254234687507129,0.6265141960358886
880,2-S2.0-33845917626,0.012635464025989708,0.01111127560724681,0.9762532603667636
881,2-S2.0-0000660247,0.8560195493670891,0.07710227927769377,0.06687817135521705
882,2-S2.0-77958566696,0.030947067537858218,0.026216253107004806,0.8302886504265549
883,2-S2.0-33645731986,0.02973645427563914,0.02536836548345488,0.8423816171913115
884,2-S2.0-84994823908,0.05378439728575256,0.4763337461666421,0.057648301695970475
885,2-S2.0-85019675636,0.0170218763080879,0.9324348622495758,0.016450612188445117
886,2-S2.0-0141791010,0.014163356577013802,0.012422547339994641,0.9734140960829915
887,2-S2.0-85078806564,0.892476539246814,0.058113514430254254,0.04940994632293175
888,2-S2.0-84908010123,2.043276164440065e-309,1.727631752191797e-309,1.0
889,2-S2.0-85054832425,0.14597617888075443,0.11172420853319304,0.3634992300176095
890,2-S2.0-0039130994,0.6931331761475858,0.15197731655813507,0.1494364523929151
891,2-S2.0-85034773749,0.024538714097271614,0.021206685310349537,0.9542546005923789
892,2-S2.0-34147185181,0.13416940457503687,0.11652847876381714,0.38391027846215714
893,2-S2.0-85044515559,0.07420026823781084,0.240231982271181,0.06400249864466818
894,2-S2.0-85058037757,0.032148872210754534,0.7535736298182085,0.03248932817813633
895,2-S2.0-85061173814,0.05119881618814245,0.7723381345032961,0.05068653502786229
896,2-S2.0-84907921229,0.5683030094566579,0.2166367482295063,0.1747856002963848
897,2-S2.0-84865830021,0.04038529418631128,0.03252816186610921,0.9270865439475795
898,2-S2.0-85077389931,0.03448256121150183,0.7243869508661823,0.03498458785533203
899,2-S2.0-85079414527,0.09906179966181877,0.3616048474482336,0.08932764235448118
900,2-S2.0-84883396621,0.6516142053776209,0.19008501599257366,0.15830077862980532
901,2-S2.0-84856268155,0.07260060035437664,0.05795452367977847,0.799588817780696
902,2-S2.0-0036226786,2.167723589603143e-309,1.853028771251393e-309,1.0
903,2-S2.0-0033077959,0.025427458850615654,0.02233436407304082,0.8925046992740332
904,2-S2.0-85072712727,0.06111588104372081,0.3589798877246602,0.06821911401506621
905,2-S2.0-84976593175,0.8164222636447441,0.10484668594224611,0.07873105041300976
906,2-S2.0-84886606232,0.030140167476210365,0.025533499394663796,0.8404641765352016
907,2-S2.0-84885166557,0.027533371237043462,0.023674005491156273,0.8984546009055686
908,2-S2.0-84864086944,0.025964944823853756,0.02242640945245331,0.9516086457236929
909,2-S2.0-34548321738,0.035719362626244075,0.031094375055994883,0.8920066112260948
910,2-S2.0-85054161810,0.06269546268109644,0.3212935653745899,0.07061090630803124
911,2-S2.0-85038817254,0.7738380884791466,0.12073482994627435,0.1054270815745791
912,2-S2.0-85090236435,0.8332478005899335,0.08614254856878398,0.08060965084128259
913,2-S2.0-85042926117,0.641277588845024,0.1966099466308522,0.16211246452412384
914,2-S2.0-84858157774,0.01420175678777129,0.012499997445497067,0.9732982457667316
915,2-S2.0-34548361263,0.013502168462360187,0.011866796098739679,0.9746310354389002
916,2-S2.0-85087703939,0.057611285022237606,0.41332836236898235,0.056463661815288974
917,2-S2.0-85076184349,0.05675915299250339,0.4162549150930655,0.0615776697651502
918,2-S2.0-84959163845,0.6228753257070889,0.1142747690068149,0.11404213632178148
919,2-S2.0-38149023441,3.085420021083617e-309,2.358522396927484e-309,1.0
920,2-S2.0-0033825756,0.028990883432534996,0.025071921517139325,0.9262684500628798
921,2-S2.0-43949167383,2.127044115038135e-309,1.89532926386804e-309,1.0
922,2-S2.0-59849093028,0.026004436012448725,0.022332743295110386,0.9112849390549245
923,2-S2.0-84870393392,0.04751533641049456,0.040743301606238555,0.6896200952256487
924,2-S2.0-85027570178,1.0,2.570129533138363e-309,2.17715495418029e-309
925,2-S2.0-85070235030,0.06000384309134591,0.36751282168463983,0.0663242787202029
926,2-S2.0-85067228980,0.05616953378122331,0.43939845915703163,0.06087360531264827
927,2-S2.0-85077678939,0.047078849373312755,0.726591528951341,0.05160355900503398
928,2-S2.0-85062935958,0.8514096874125167,0.0819799192254178,0.06661039336206548
929,2-S2.0-33745726418,0.036375823777572674,0.030667648823633955,0.7899808058421848
930,2-S2.0-84865186530,0.7530284185721275,0.1231983851870384,0.11836561779328497
931,2-S2.0-84928676526,0.8041619276968014,0.10592715862857191,0.08991091367462674
932,2-S2.0-84960085972,0.03649557023649525,0.029478230841906383,0.9340261989215983
933,2-S2.0-2042507101,0.04748687992433689,0.035599874338194566,0.9169132457374685
934,2-S2.0-0013339498,2.080312364473976e-309,1.767126139768184e-309,1.0
935,2-S2.0-0003089337,2.098225775432376e-309,1.77751560769686e-309,1.0
936,2-S2.0-22944438735,0.026122594334727734,0.02233875179212127,0.8918358185891874
937,2-S2.0-42149164798,0.013269997416540955,0.011436482896109797,0.9752935196873492
938,2-S2.0-0033372468,1.990134641432003e-309,1.7614459248406e-309,1.0
939,2-S2.0-85082818983,2.126012120132985e-309,1.0,2.059132432022166e-309
